company_name,job_position,employment_type,working_location_type,working_location,min_experience,salary,company_industry,company_location,company_employess_count,jobs_id,kategori
PT XanhSM Green & Smart Mobility,Technology Specialist (IT Finance Support),Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Taxi Listrik,Jakarta Selatan,-,147,"['IT Operations & Support', 'Finance']"
Kalbe Nutritionals (PT Sanghiang Perkasa),Store Keeper Helper,Kontrak,On-site,Karawang Regency,Min. Freshgrad,Negotiable,Food And Beverage Services,Jakarta Utara,-,148,"['Warehouse Management', 'Supply Chain & Logistics', 'Retail']"
PT XanhSM Green & Smart Mobility,Fleet Team Leader - Surabaya,Penuh waktu,On-site,Surabaya,Min. 4 years of experience,Negotiable,Taxi Listrik,Jakarta Selatan,-,149,"['Supply Chain & Logistics', 'Management & Leadership']"
Runchise,Business Development,Penuh waktu,Hybrid,Bandung,Min. 1 years of experience,Rp5.000.000 – 7.000.000,Internet Publishing,Jakarta Barat,50–100,151,"['Business Development', 'Sales']"
Runchise,Business Development,Penuh waktu,Hybrid,Bandung,Min. 1 years of experience,Rp5.000.000 – 7.000.000,Internet Publishing,Jakarta Barat,50–100,151,"['Business Development', 'Sales']"
Jubelio,Customer Support Specialist,Kontrak,Hybrid,Jakarta,Min. Freshgrad,Rp5.000.000 – 5.500.000,Technology (Software Development),Jakarta,>100,152,['Customer Service & Support']
PT. Asuransi MSIG Indonesia,Business Process Improvement Head,Penuh waktu,Hybrid,Jakarta Selatan,Min. 5+ years of experience,Negotiable,Insurance,Jakarta,>100,153,"['Operations Management', 'Business Analysis', 'Management & Leadership']"
AlloFresh,Product Analyst Intern,Magang,Hybrid,Jakarta Selatan,Min. 4th Year College Student,Negotiable,E-commerce and Online Retail,Jakarta Selatan,-,154,"['Internship & Trainee Programs', 'Product Management', 'Data Science & Analytics']"
FIT HUB,Housekeeping (Bogor & Cibubur),Kontrak,On-site,Bogor,Min. 1 years of experience,Rp5.000.000 – 5.000.001,Gym,Jakarta Selatan,>100,155,"['Hospitality & F&B', 'Skilled Trades & Technician']"
PT Metrodata Electronics Tbk.,Product Marketing,Penuh waktu,On-site,Jakarta Barat,Min. Freshgrad,Negotiable,Information Tecnology,Jakarta Barat,>100,156,"['Marketing', 'Product Management']"
ASRI (a subsidiary of Agung Sedayu Group),Accounting Staff,Penuh waktu,On-site,Jakarta Utara,Min. Freshgrad,Negotiable,Real Estate,Jakarta,>100,157,['Accounting']
OY! Indonesia,Compliance Officer,Kontrak,Hybrid,Jakarta Selatan,Min. Freshgrad,Negotiable,Financial Services,Jakarta,-,158,['Legal & Compliance']
PT SANTOS JAYA ABADI (Kapal Api Group),Legal Staff (SJA Semarang),Penuh waktu,On-site,Semarang,Min. 1 years of experience,Negotiable,Manufacture,Sidoarjo Regency,50–100,159,['Legal & Compliance']
FIT HUB,Housekeeping - Cileungsi,Kontrak,On-site,Bogor,Min. 1 years of experience,Negotiable,Gym,Jakarta Selatan,>100,160,"['Hospitality & F&B', 'Skilled Trades & Technician']"
PT Formasi Agung Selaras,Sr Finance Officer,Kontrak,Hybrid,Jakarta Selatan,Min. Freshgrad,Negotiable,Advertising and Media,Jakarta Selatan,50–100,161,"['Finance', 'Management & Leadership']"
PT SANTOS JAYA ABADI (Kapal Api Group),Plant Secretary & Document Controller (SJA Semarang),Penuh waktu,On-site,Semarang,Min. 1 years of experience,Negotiable,Manufacture,Sidoarjo Regency,50–100,162,"['Administrative & Secretarial', 'Production & Manufacturing']"
PT Metrodata Electronics Tbk.,Business Analyst,Kontrak,On-site,Jakarta Barat,Min. 1 years of experience,Negotiable,Information Tecnology,Jakarta Barat,>100,163,['Business Analysis']
PT Metrodata Electronics Tbk.,.NET Developer,Kontrak,On-site,Jakarta Barat,Min. 1 years of experience,Negotiable,Information Tecnology,Jakarta Barat,>100,165,['Software Engineering']
PT Metrodata Electronics Tbk.,.NET Developer,Kontrak,On-site,Jakarta Barat,Min. 1 years of experience,Negotiable,Information Tecnology,Jakarta Barat,>100,165,['Software Engineering']
PT Metrodata Electronics Tbk.,Huawei Cloud Engineer,Penuh waktu,On-site,Jakarta Barat,Min. 1 years of experience,Negotiable,Information Tecnology,Jakarta Barat,>100,166,"['IT Operations & Support', 'DevOps']"
Mineski Indonesia,Asset & Facility Management Supervisor,Penuh waktu,Hybrid,Jakarta Barat,Min. 1 years of experience,Negotiable,Events Services,Jakarta Barat,50–100,167,"['Administrative & Secretarial', 'Operations Management', 'Management & Leadership']"
PT SANTOS JAYA ABADI (Kapal Api Group),Operational Staff,Penuh waktu,On-site,Surabaya,Min. 1 years of experience,Negotiable,Manufacture,Sidoarjo Regency,50–100,168,['Operations Management']
PT Metrodata Electronics Tbk.,Technical Writer,Penuh waktu,On-site,Jakarta Barat,Min. 1 years of experience,Rp8.000.000 – 10.000.000,Information Tecnology,Jakarta Barat,>100,169,"['Creative & Design', 'Software Engineering', 'Engineering (non-software)']"
Tentang Anak,Account Payable,Penuh waktu,On-site,Jakarta Pusat,Min. 4 years of experience,Negotiable,Moms & Children Health,Jakarta,50–100,170,['Accounting']
Kalbe Nutritionals (PT Sanghiang Perkasa),Procurement Supervisor (Asset and Building),Penuh waktu,On-site,Karawang Regency,Min. 4 years of experience,Negotiable,Food And Beverage Services,Jakarta Utara,-,171,"['Supply Chain & Logistics', 'Management & Leadership']"
PT Metrodata Electronics Tbk.,Oracle Financial Consultant,Penuh waktu,On-site,Jakarta Barat,Min. 1 years of experience,Negotiable,Information Tecnology,Jakarta Barat,>100,172,"['Consulting', 'Finance', 'Accounting', 'Software Engineering']"
PT Metrodata Electronics Tbk.,Java Developer,Kontrak,On-site,Jakarta Barat,Min. 1 years of experience,Rp9.000.000 – 11.000.000,Information Tecnology,Jakarta Barat,>100,174,['Software Engineering']
Runchise,Sales Development Representative,Kontrak,Hybrid,Bandung,Min. 1 years of experience,Rp4.000.000 – 5.000.000,Internet Publishing,Jakarta Barat,50–100,175,"['Sales', 'Business Development']"
Runchise,Sales Development Representative,Kontrak,Hybrid,Bandung,Min. 1 years of experience,Rp4.000.000 – 5.000.000,Internet Publishing,Jakarta Barat,50–100,175,"['Sales', 'Business Development']"
Runchise,Sales Development Representative,Kontrak,Hybrid,Bandung,Min. 1 years of experience,Rp4.000.000 – 5.000.000,Internet Publishing,Jakarta Barat,50–100,175,"['Sales', 'Business Development']"
Tentang Anak,Product Operations & Content,Penuh waktu,Hybrid,Jakarta,Min. 1 years of experience,Negotiable,Moms & Children Health,Jakarta,50–100,176,"['Product Management', 'Operations Management', 'Creative & Design']"
Tentang Anak,Head of Brand Business,Penuh waktu,Hybrid,Jakarta Pusat,Min. 5+ years of experience,Negotiable,Moms & Children Health,Jakarta,50–100,177,"['Marketing', 'Management & Leadership', 'Sales']"
FIT HUB,Customer Service - Jakarta Selatan,Kontrak,On-site,Jakarta Selatan,Min. 1 years of experience,Rp5.300.000 – 5.300.001,Gym,Jakarta Selatan,>100,178,['Customer Service & Support']
Tentang Anak,Finance Operations Lead,Penuh waktu,On-site,Jakarta Pusat,Min. 5+ years of experience,Negotiable,Moms & Children Health,Jakarta,50–100,179,"['Finance', 'Operations Management', 'Management & Leadership']"
Tentang Anak,Key Opinion Leader Lead,Penuh waktu,On-site,Jakarta Pusat,Min. 5+ years of experience,Negotiable,Moms & Children Health,Jakarta,50–100,180,"['Marketing', 'Management & Leadership']"
ASRI (a subsidiary of Agung Sedayu Group),Asset Management & Controller Supervisor (Accounting),Penuh waktu,On-site,Jakarta Utara,Min. 4 years of experience,Negotiable,Real Estate,Jakarta,>100,181,"['Accounting', 'Finance', 'Management & Leadership']"
Reku,Finance Research (Equity),Penuh waktu,Hybrid,Jakarta Selatan,Min. 4 years of experience,Negotiable,Financial Services,Jakarta Selatan,>100,182,"['Finance', 'Research & Development']"
Reku,Senior Backend Developer,Penuh waktu,Remote,-,Min. 4 years of experience,Negotiable,Financial Services,Jakarta Selatan,>100,183,"['Software Engineering', 'Management & Leadership']"
Akulaku Indonesia,Area Sales Lead (Medan Placement),Penuh waktu,On-site,Medan,Min. 1 years of experience,Negotiable,Financial Services,Jakarta Pusat,>100,184,"['Sales', 'Management & Leadership']"
Akulaku Indonesia,Procurement Supervisor (Mandarin Speaker),Penuh waktu,On-site,Jakarta Pusat,Min. 1 years of experience,Negotiable,Financial Services,Jakarta Pusat,>100,185,"['Supply Chain & Logistics', 'Management & Leadership']"
Akulaku Indonesia,Tax Specialist,Penuh waktu,On-site,Jakarta Pusat,Min. 1 years of experience,Negotiable,Financial Services,Jakarta Pusat,>100,186,['Tax']
Akulaku Indonesia,Cyber Security Specialist,Penuh waktu,On-site,Jakarta Pusat,Min. 1 years of experience,Negotiable,Financial Services,Jakarta Pusat,>100,187,['Cybersecurity']
Akulaku Indonesia,Human Resources Intern,Magang,Hybrid,Jakarta Pusat,Min. 4th Year College Student,Negotiable,Financial Services,Jakarta Pusat,>100,188,"['Internship & Trainee Programs', 'Human Resources']"
Akulaku Indonesia,Area Sales Leader (Kalimantan),Penuh waktu,On-site,Samarinda,Min. 1 years of experience,Negotiable,Financial Services,Jakarta Pusat,>100,189,"['Sales', 'Management & Leadership']"
MR. DIY Indonesia,Retail Supervisor Area Papua (Manokwari),Penuh waktu,On-site,Manokwari Selatan Regency,Min. 4 years of experience,Negotiable,Retail and fashion,Jakarta Selatan,50–100,190,"['Retail', 'Sales', 'Management & Leadership']"
Pasifik Satelit Nusantara,Network Operations (Hub Project),Penuh waktu,On-site,Cikarang,Min. Freshgrad,Negotiable,Telecomunication,Jakarta Selatan,-,191,"['IT Operations & Support', 'Supply Chain & Logistics']"
"PT. Lippo Karawaci, Tbk",Infrastructure Engineer (Estimator),Penuh waktu,On-site,Tangerang,Min. 1 years of experience,Negotiable,Property & Real Estate,Tangerang,-,192,"['IT Operations & Support', 'Engineering (non-software)', 'Finance']"
FIT HUB,Housekeeping - Tangerang,Kontrak,On-site,Tangerang,Min. 1 years of experience,Rp5.396.761 – 5.396.762,Gym,Jakarta Selatan,>100,193,"['Hospitality & F&B', 'Skilled Trades & Technician']"
Xapiens Teknologi Indonesia,Cyber Security Engineer (Blue Team),Kontrak,On-site,Tangerang Selatan,Min. 1 years of experience,Negotiable,ICT Services,Tangerang Selatan,50–100,194,['Cybersecurity']
Akulaku Indonesia,Operational Support (Mandarin Speaker),Penuh waktu,On-site,Jakarta Pusat,Min. Freshgrad,Negotiable,Financial Services,Jakarta Pusat,>100,195,"['Operations Management', 'Administrative & Secretarial']"
Akulaku Indonesia,Area Sales Lead (Jakarta),Kontrak,On-site,Jakarta,Min. 1 years of experience,Negotiable,Financial Services,Jakarta Pusat,>100,196,"['Sales', 'Management & Leadership']"
Akar Inti Enterprise,Corporate Strategy Manager,Penuh waktu,On-site,Jakarta Selatan,Min. 5+ years of experience,Rp25.000.000 – 30.000.000,Information Technology & Services,Jakarta Selatan,1–50,197,"['Management & Leadership', 'Business Analysis', 'Finance']"
FIT HUB,Housekeeping - Karawang,Penuh waktu,On-site,Karawang Regency,Min. 1 years of experience,Rp5.599.593 – 5.599.594,Gym,Jakarta Selatan,>100,198,"['Hospitality & F&B', 'Skilled Trades & Technician']"
FIT HUB,Housekeeping - Palembang,Kontrak,On-site,Palembang,Min. 1 years of experience,Rp3.600.000 – 3.600.001,Gym,Jakarta Selatan,>100,199,"['Hospitality & F&B', 'Skilled Trades & Technician']"
FIT HUB,Fitness Consultant - Sales (Tangerang),Kontrak,On-site,Tangerang,Min. 1 years of experience,Rp5.000.000 – 5.000.001,Gym,Jakarta Selatan,>100,202,"['Sales', 'Healthcare & Medical', 'Consulting']"
FIT HUB,Personal Trainer - Jakarta Utara,Kontrak,On-site,Jakarta Utara,Min. Freshgrad,Rp5.300.000 – 5.301.000,Gym,Jakarta Selatan,>100,203,"['Healthcare & Medical', 'Education & Training', 'Sales']"
FIT HUB,Personal Trainer - Bogor,Kontrak,On-site,Depok,Min. 1 years of experience,Rp5.000.000 – 5.000.001,Gym,Jakarta Selatan,>100,204,"['Healthcare & Medical', 'Education & Training', 'Sales']"
FIT HUB,Personal Trainer (Jawa/Sumatera/Kalimantan/Sulawesi/Bali),Penuh waktu,On-site,Indonesia,Min. Freshgrad,Rp5.067.381 – 6.000.000,Gym,Jakarta Selatan,>100,205,"['Healthcare & Medical', 'Education & Training', 'Sales']"
FIT HUB,Personal Trainer - Tangerang Selatan,Kontrak,On-site,Tangerang Selatan,Min. Freshgrad,Rp5.000.000 – 5.000.001,Gym,Jakarta Selatan,>100,206,"['Healthcare & Medical', 'Education & Training', 'Sales']"
FIT HUB,Housekeeping (Batam),Kontrak,On-site,Batam,Min. Freshgrad,Rp4.989.599 – 4.989.600,Gym,Jakarta Selatan,>100,207,"['Hospitality & F&B', 'Skilled Trades & Technician']"
FIT HUB,Fitness Consultant (Sales) - Jakarta Barat,Penuh waktu,On-site,Jakarta Barat,Min. 1 years of experience,Rp5.067.381 – 5.067.382,Gym,Jakarta Selatan,>100,208,"['Sales', 'Healthcare & Medical', 'Consulting']"
FIT HUB,Housekeeping (Female) - Cilegon,Kontrak,On-site,Cilegon,Min. 1 years of experience,Negotiable,Gym,Jakarta Selatan,>100,209,"['Hospitality & F&B', 'Skilled Trades & Technician']"
FIT HUB,Sales Manager (Surabaya),Penuh waktu,On-site,Surabaya,Min. 4 years of experience,Negotiable,Gym,Jakarta Selatan,>100,212,"['Sales', 'Management & Leadership']"
FIT HUB,Fitness Consultant - Sales (Malang),Kontrak,On-site,Malang Regency,Min. 1 years of experience,Rp3.300.000 – 3.300.001,Gym,Jakarta Selatan,>100,213,"['Sales', 'Healthcare & Medical', 'Consulting']"
FIT HUB,Cleaning Service (Sidoarjo),Penuh waktu,On-site,Sidoarjo Regency,Min. Freshgrad,Negotiable,Gym,Jakarta Selatan,>100,214,"['Skilled Trades & Technician', 'Hospitality & F&B']"
FIT HUB,Fitness Consultant - Sales (Bali),Kontrak,On-site,Denpasar,Min. 1 years of experience,Rp3.300.000 – 3.300.001,Gym,Jakarta Selatan,>100,216,"['Sales', 'Healthcare & Medical', 'Consulting']"
FIT HUB,Customer Service - Bali,Kontrak,On-site,Bali,Min. 1 years of experience,Rp3.300.000 – 3.300.001,Gym,Jakarta Selatan,>100,217,['Customer Service & Support']
FIT HUB,Maintenance Staff - Bali,Kontrak,On-site,Jakarta,Min. Freshgrad,Rp4.500.000 – 5.000.000,Gym,Jakarta Selatan,>100,218,['Skilled Trades & Technician']
PT. Mandiri International Technology,DevOps Engineer,Kontrak,On-site,Jakarta Selatan,Min. 4 years of experience,Rp8.000.000 – 20.000.000,IT Consulting & Services Company,Jakarta,50–100,219,['DevOps']
FIT HUB,Female Personal Trainer (Living Plaza Jababeka Cikarang),Kontrak,On-site,Bekasi Regency,Min. Freshgrad,Rp5.000.000 – 5.500.001,Gym,Jakarta Selatan,>100,220,"['Healthcare & Medical', 'Education & Training', 'Sales']"
PT. Mandiri International Technology,IT Project Management Officer,Kontrak,On-site,Jakarta,Min. 1 years of experience,Negotiable,IT Consulting & Services Company,Jakarta,50–100,221,"['Project Management', 'IT Operations & Support']"
Ruangguru,Master Teacher Ruangguru - Kabupaten Rokan Hulu,Freelance,On-site,Rokan Hulu Regency,Min. 3rd Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,222,['Education & Training']
Ruangguru,Master Teacher Ruangguru - Indragiri Hilir,Freelance,On-site,Indragiri Hilir Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,223,['Education & Training']
Ruangguru,Master Teacher Ruangguru - Kabupaten Konawe Selatan,Freelance,On-site,Konawe Selatan Regency,Min. Freshgrad,Negotiable,Technology Education,Jakarta Selatan,50–100,224,['Education & Training']
Ruangguru,Branch Manager - Konawe (Sulawesi),Penuh waktu,On-site,Konawe Kepulauan Regency,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,225,"['Management & Leadership', 'Operations Management', 'Sales']"
Ruangguru,Master Teacher Ruangguru - Kabupaten Natuna,Freelance,On-site,Natuna Regency,Min. 3rd Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,226,['Education & Training']
Ruangguru,Sales Trainee Academy Mataram - Pendidikan,Magang,On-site,Mataram,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,227,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
Ruangguru,Branch Manager English Academy - Bogor - Permata,Penuh waktu,On-site,Bogor Regency,Min. 1 years of experience,Negotiable,Technology Education,Jakarta Selatan,50–100,228,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
Ruangguru,(Talent Pool) Sales Trainee Academy - Rokan Hilir,Magang,On-site,Rokan Hilir Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,229,"['Internship & Trainee Programs', 'Sales']"
Ruangguru,(Talent Pool) Sales Trainee Academy - Rokan Hilir,Magang,On-site,Rokan Hilir Regency,Min. 4th Year College Student,Negotiable,Technology Education,Jakarta Selatan,50–100,229,"['Internship & Trainee Programs', 'Sales']"
PT SANTOS JAYA ABADI (Kapal Api Group),Forklift Driver,Penuh waktu,On-site,Sidoarjo Regency,Min. Freshgrad,Negotiable,Manufacture,Sidoarjo Regency,50–100,230,"['Warehouse Management', 'Skilled Trades & Technician']"
PT SANTOS JAYA ABADI (Kapal Api Group),Sparepart Warehouse Supervisor (SJA Semarang),Penuh waktu,On-site,Semarang,Min. 1 years of experience,Negotiable,Manufacture,Sidoarjo Regency,50–100,231,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
PT SANTOS JAYA ABADI (Kapal Api Group),Production Supervisor (SJA Semarang),Penuh waktu,On-site,Semarang,Min. 1 years of experience,Negotiable,Manufacture,Sidoarjo Regency,50–100,232,"['Production & Manufacturing', 'Management & Leadership']"
PT SANTOS JAYA ABADI (Kapal Api Group),Quality Improvement Specialist,Penuh waktu,On-site,Sidoarjo Regency,Min. Freshgrad,Negotiable,Manufacture,Sidoarjo Regency,50–100,233,"['Quality Assurance (Non-Software)', 'Operations Management']"
