jobs_id,job_position,kategori
397,Warehouse & Distribution Manager (Salatiga),"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
398,Sales Manager,"['Sales', 'Management & Leadership']"
399,Warehouse RM,"['Warehouse Management', 'Supply Chain & Logistics']"
400,Distribution Center Manager,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
401,Sales Representative,"['Sales']"
402,Sales Manager,"['Sales', 'Management & Leadership']"
403,HR Intern,"['Internship & Trainee Programs', 'Human Resources']"
404,Sales Officer Development Program,"['Internship & Trainee Programs', 'Sales']"
405,Research & Development Staff,"['Research & Development']"
406,Area Promotion Supervisor (Jawa Timur),"['Marketing', 'Sales', 'Management & Leadership']"
407,Drafter & Quantity Surveyor (Intern),"['Internship & Trainee Programs', 'Engineering (non-software)', 'Finance']"
408,Housekeeping (Cilegon),"['Hospitality & F&B', 'Skilled Trades & Technician']"
409,Operation Manager (Jawa/Sumatera/Kalimantan/Sulawesi/Bali),"['Operations Management', 'Management & Leadership']"
410,Personal Trainer - Cirebon,"['Healthcare & Medical', 'Education & Training', 'Sales']"
411,Housekeeping - Bali,"['Hospitality & F&B', 'Skilled Trades & Technician']"
412,Customer Service (Balikpapan),"['Customer Service & Support']"
413,Customer Service (Lampung),"['Customer Service & Support']"
414,Personal Trainer - (Cilegon),"['Healthcare & Medical', 'Education & Training', 'Sales']"
415,Female Personal Trainer (Batam),"['Healthcare & Medical', 'Education & Training', 'Sales']"
416,Male Personal Trainer (Sidoarjo),"['Healthcare & Medical', 'Education & Training', 'Sales']"
417,Housekeeping - Solo,"['Hospitality & F&B', 'Skilled Trades & Technician']"
418,GX Leader - Pilates,"['Healthcare & Medical', 'Education & Training', 'Management & Leadership']"
419,Housekeeping (Malang),"['Hospitality & F&B', 'Skilled Trades & Technician']"
420,Male Personal Trainer (Semarang),"['Healthcare & Medical', 'Education & Training', 'Sales']"
421,Male Personal Trainer (Yogyakarta),"['Healthcare & Medical', 'Education & Training', 'Sales']"
422,Customer Service (Samarinda),"['Customer Service & Support']"
423,Male Personal Trainer (Yogyakarta),"['Healthcare & Medical', 'Education & Training', 'Sales']"
424,Fitness Consultant - Sales (Jakarta Selatan),"['Sales', 'Healthcare & Medical', 'Consulting']"
425,Male Personal Trainer (Solo),"['Healthcare & Medical', 'Education & Training', 'Sales']"
426,Fitness Consultant (Sales) - Tangerang Selatan,"['Sales', 'Healthcare & Medical', 'Consulting']"
427,Fitness Consultant - Sales ( Jakarta Timur),"['Sales', 'Healthcare & Medical', 'Consulting']"
428,Sales Manager - Cikarang,"['Sales', 'Management & Leadership']"
429,Female Personal Trainer (Sidoarjo),"['Healthcare & Medical', 'Education & Training', 'Sales']"
430,Female Personal Trainer - Jakarta Timur & Bekasi,"['Healthcare & Medical', 'Education & Training', 'Sales']"
431,Network Performance Assurance,"['IT Operations & Support', 'Quality Assurance (Non-Software)']"
432,Mobile Apps Developer,"['Software Engineering']"
433,Network Monitoring Center,"['IT Operations & Support']"
434,Marketing Coordinator EF Pluit,"['Marketing', 'Management & Leadership', 'Education & Training']"
435,Product Designer,"['Product Management', 'Creative & Design', 'UI/UX Design']"
436,Business Development Specialist (Retail),"['Business Development', 'Sales', 'Retail']"
437,Below the Line Assistant Manager,"['Marketing', 'Management & Leadership']"
438,Visual Content Designer,"['Creative & Design']"
439,Marketing General Insurance (Talent Pool),"['Marketing', 'Sales', 'Finance']"
440,IT Implementer Intern,"['Internship & Trainee Programs', 'IT Operations & Support', 'Consulting']"
441,Performance Test Engineer,"['Quality Assurance (Software)', 'Software Engineering']"
442,Master Teacher Ruangguru - Pangkalan bun (Kab. Kotawaringin Barat),"['Education & Training']"
443,Master Teacher Ruangguru - Pangkalan bun (Kab. Kotawaringin Barat),"['Education & Training']"
444,Master Teacher Ruangguru - Tolitoli,"['Education & Training']"
445,Master Teacher Ruangguru - Muna,"['Education & Training']"
446,Master Teacher Ruangguru - Bima,"['Education & Training']"
447,Branch Manager English Academy - Bogor - Sawojajar,"['Management & Leadership', 'Operations Management', 'Sales', 'Education & Training']"
448,Master Teacher Ruangguru - Monokwari,"['Education & Training']"
449,Warehouse - Distribution Coordiantor (DC) - Labuan,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
450,Master Teacher Ruangguru - Kabupaten Bantaeng,"['Education & Training']"
451,Content Specialist,"['Creative & Design', 'Marketing']"
452,Stall Staff,"['Retail', 'Sales', 'Hospitality & F&B']"
453,Relationship Manager (Funding) - Bandung Area,"['Sales', 'Finance', 'Account Management']"
454,Warehouse - Quality Assurance (QA) - Ende,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
455,Job Trainee - Account Executive,"['Internship & Trainee Programs', 'Sales', 'Account Management']"
456,Medical Account Executive,"['Sales', 'Account Management', 'Healthcare & Medical']"
457,Risk Insurance Sales for Software Sales,"['Sales', 'Risk Management', 'Finance', 'Software Engineering']"
458,IT Sales (B2B),"['Sales', 'IT Operations & Support']"
459,Medical Representative Jambi,"['Sales', 'Healthcare & Medical']"
460,Production Operator - Powder (SJA Semarang),"['Production & Manufacturing', 'Skilled Trades & Technician']"
461,Financial Analyst Asst. Manager,"['Finance', 'Management & Leadership']"
462,IR & Legal Supervisor (SJA Semarang),"['Human Resources', 'Legal & Compliance', 'Management & Leadership']"
463,Claim Surveyor (Motor),"['Finance', 'Engineering (non-software)', 'Skilled Trades & Technician']"
464,Industrial Relation Staff,"['Human Resources']"
465,SEO Specialist,"['Marketing']"
466,Demand Planning Supervisor,"['Supply Chain & Logistics', 'Management & Leadership']"
467,Business Development Batam,"['Business Development', 'Sales']"
468,On-Camera Talent,"['Creative & Design', 'Marketing']"
469,IT Presales [Infrastructure Solutions],"['Sales', 'Consulting', 'IT Operations & Support']"
470,Medical Representative - Banten,"['Sales', 'Healthcare & Medical']"
471,Tenant Relation Staff (Mall),"['Account Management', 'Customer Service & Support', 'Retail']"
472,Sales Force (Pontianak),"['Sales']"
473,Business Development Medan,"['Business Development', 'Sales']"
474,Sales Supervisor (General Trade & Modern Trade),"['Sales', 'Management & Leadership', 'Retail']"
475,Sales,"['Sales']"
476,Collection Manager,"['Finance', 'Sales', 'Management & Leadership']"
477,Information Security Junior Engineer,"['Cybersecurity']"
478,"Cashier (Meat N Fresh, Samarinda)","['Retail', 'Customer Service & Support']"
479,TRANSLATOR PROJECT (Mandarin Translator),"['Other', 'Creative & Design']"
480,Chinese-Bahasa Indonesia Interpreter,"['Other', 'Creative & Design']"
481,Finance Accounting Staff,"['Finance', 'Accounting']"
482,Supervisor Maintenance,"['Skilled Trades & Technician', 'Management & Leadership']"
483,IT Security Architect (Mobile Application),"['Cybersecurity', 'Software Engineering']"
484,Host Live Streamer Paid Internship,"['Internship & Trainee Programs', 'Marketing', 'Creative & Design']"
485,Sales Supervisor Jakarta,"['Sales', 'Management & Leadership']"
486,Sales Merchandiser/SMD MT (Jakarta Utara dan Bekasi),"['Sales', 'Retail']"
487,Merchant Acquisition (Sales),"['Sales', 'Business Development']"
488,Sales Supervisor (Modern Trade),"['Sales', 'Management & Leadership', 'Retail']"
489,Business Development Makassar,"['Business Development', 'Sales']"
490,Full Stack Engineer,"['Software Engineering']"
491,Logistic Coordinator,"['Supply Chain & Logistics', 'Management & Leadership']"
492,Senior Recruitment Consultant,"['Recruitment', 'Consulting', 'Management & Leadership']"
493,Financial Planning & Analysis Staff,"['Finance']"
494,Business Development Balikpapan,"['Business Development', 'Sales']"
495,IT Helpdesk Support,"['IT Operations & Support']"
496,Business Development Samarinda,"['Business Development', 'Sales']"
497,Producer,"['Creative & Design', 'Project Management']"
498,Finance Internship - Jakarta,"['Internship & Trainee Programs', 'Finance']"
499,Plantation Officer,"['Agriculture', 'Operations Management']"
500,Recruitment Consultant,"['Recruitment', 'Consulting']"
501,Finance & Accounting Staff,"['Finance', 'Accounting']"
502,People Manager,"['Human Resources', 'Management & Leadership']"
503,Tentang Anak Internship (LEAP) Program,"['Internship & Trainee Programs']"
504,Data Scientist,"['Data Science & Analytics']"
505,Sales Administrator,"['Sales', 'Administrative & Secretarial']"
506,Fitness Manager (Jogja),"['Healthcare & Medical', 'Management & Leadership', 'Sales']"
507,Outlet Management Trainee (F&B),"['Internship & Trainee Programs', 'Hospitality & F&B', 'Management & Leadership', 'Retail']"
508,Customer Service (Yogyakarta),"['Customer Service & Support']"
509,QA Hygienist Field,"['Quality Assurance (Non-Software)', 'Health, Safety & Environment (HSE)']"
510,Learning System & Development Specialist,"['Learning & Development', 'IT Operations & Support']"
511,Sparepart Admin Staff (SJA Semarang),"['Administrative & Secretarial', 'Supply Chain & Logistics', 'Warehouse Management']"
512,Business Development Bandung,"['Business Development', 'Sales']"
513,Database Administrator,"['IT Operations & Support']"
514,Customer Service (Malang),"['Customer Service & Support']"
515,Industrial Engineering Staff,"['Engineering (non-software)', 'Production & Manufacturing', 'Operations Management']"
516,Accounting Supervisor,"['Accounting', 'Management & Leadership']"
517,KNIP NutriImpact - PPC System Development,"['Internship & Trainee Programs', 'Supply Chain & Logistics', 'Production & Manufacturing', 'Software Engineering']"
518,B2B & Partnership Specialist,"['Business Development', 'Sales']"
519,Male Personal Trainer (Bekasi/Karawang/Cikarang),"['Healthcare & Medical', 'Education & Training', 'Sales']"
520,Operations Specialist - Surabaya,"['Operations Management']"
521,Strategy and Planning - Driver Recruitment,"['Recruitment', 'Operations Management', 'Supply Chain & Logistics', 'Business Analysis']"
522,Technology Expert (Product Operations),"['Product Management', 'IT Operations & Support', 'Operations Management']"
523,IT Operations Intern,"['Internship & Trainee Programs', 'IT Operations & Support']"
524,Operations Specialist - Bandung,"['Operations Management']"
525,QA Inline Analyst,"['Quality Assurance (Non-Software)', 'Production & Manufacturing']"
526,Engineering (Maintenance/Utility) Supervisor,"['Engineering (non-software)', 'Skilled Trades & Technician', 'Management & Leadership']"
527,Product Innovation Support,"['Product Management', 'Research & Development', 'Administrative & Secretarial']"
528,KOL Specialist,"['Marketing']"
529,Host Live Stream - Marketing Staff,"['Marketing', 'Creative & Design']"
530,Customer Service (Gresik),"['Customer Service & Support']"
531,Warehouse Checker (SJA Semarang),"['Warehouse Management', 'Supply Chain & Logistics']"
532,Talent Acquisition Recruiter,"['Recruitment']"
533,UI/UX Designer,"['UI/UX Design', 'Creative & Design']"
534,Sales Development Representative,"['Sales', 'Business Development']"
535,Brand Manager,"['Marketing', 'Management & Leadership']"
536,Product Manager,"['Product Management']"
537,Supply Chain Staff,"['Supply Chain & Logistics']"
538,Jr Manager Key Account,"['Account Management', 'Sales', 'Management & Leadership']"
539,Head of Logistic Operations,"['Supply Chain & Logistics', 'Operations Management', 'Management & Leadership']"
540,Sales Development Representative Surabaya,"['Sales', 'Business Development']"
541,Software Engineer (Full Stack),"['Software Engineering']"
542,Inventory Controller,"['Supply Chain & Logistics', 'Warehouse Management', 'Accounting']"
543,Senior Business Development Associate,"['Business Development', 'Sales']"
544,Maintenance Assistant Manager,"['Skilled Trades & Technician', 'Management & Leadership']"
545,Customer Service (Bandung),"['Customer Service & Support']"
546,Customer Service (Cikarang),"['Customer Service & Support']"
547,PERSONAL ASSISTANT,"['Administrative & Secretarial']"
548,Business Development Bandung,"['Business Development', 'Sales']"
549,Admin Sales Support,"['Administrative & Secretarial', 'Sales']"
550,Costing Supervisor,"['Accounting', 'Finance', 'Management & Leadership']"
551,CEO’s Office,"['Administrative & Secretarial', 'Management & Leadership', 'Business Analysis']"
552,KNIP NutriImpact - Legal - Internship,"['Internship & Trainee Programs', 'Legal & Compliance']"
553,CRM Intern,"['Internship & Trainee Programs', 'Marketing', 'Sales']"
554,KNIP NutriImpact - Finance and Accounting Division - Internship,"['Internship & Trainee Programs', 'Finance', 'Accounting']"
555,Front End Developer,"['Software Engineering']"
556,Chemical Engineering Staff,"['Engineering (non-software)', 'Research & Development', 'Production & Manufacturing']"
557,Power BI Developer,"['Data Science & Analytics', 'Software Engineering']"
558,Warehouse Staff,"['Warehouse Management', 'Supply Chain & Logistics']"
559,Checker,"['Warehouse Management', 'Supply Chain & Logistics', 'Quality Assurance (Non-Software)']"
560,Housekeeping - Semarang,"['Hospitality & F&B', 'Skilled Trades & Technician']"
561,Quality Assurance (Tester Automation),"['Quality Assurance (Software)', 'Software Engineering']"
562,Android Developer,"['Software Engineering']"
563,Oracle Functional Consultant,"['Consulting', 'Software Engineering', 'Business Analysis']"
564,Application Support,"['IT Operations & Support']"
565,Fullstack Developer (Site: Sumatera Selatan),"['Software Engineering']"
566,SAP ABAP Consultant,"['Consulting', 'Software Engineering']"
567,Application Consultant,"['Consulting', 'Software Engineering', 'IT Operations & Support']"
568,SAP BASIS CONSULTANT,"['Consulting', 'IT Operations & Support']"
