,job_desc_list,job_qualification_list
713,"['Monitoring all performance indicators in claim cycle', 'Responsible in all claim adjudication', 'Analyze existing claim processes and identify areas for improvement.', 'Collaborate with other departments to ensure timely and efficient claim processing.', 'Provide excellent customer service, demonstrating empathy and professionalism.']","['Graduated from faculty of Medicine is a must', '5+ years of experience in claim handling or customer service in TPA/ASO, Health insurance and relevant industry.', '3+ years of experience as a manager or supervisor in the claim department.', 'Strong leadership and team management skill to lead and motivate a claim team', 'Strong understanding of claim processes and policy coverage.', 'Excellent communication and interpersonal', 'Proficient in using claim management systems and other relevant software.']"
714,"['Respond and troubleshoot immediately to incidents related to the Fraud Detection System application', 'Coordinate well with principals and clients and provide recommendations for future system improvements and repairs', 'Create incident reports and work processes (Method of Procedure)']","['Have experience as an MSFDS L2 Engineer for at least 5 years.', 'Have knowledge and experience of the FDS or other anti-fraud management frameworks.', 'Have experience in the banking industry for at least 2 years.', 'Have expert skills in software and hardware deployment to support implementation, development, and monitoring on the FDS platform, such as Virtualization, Storage, Networking, bash script (Python, Shell), Java application stack, and tunin', 'Have expertise in Fraud Detection System platform, Operating System (Linux, Windows), Database (Oracle, PostgreSQL, DB2 plus value), Elastic, Troubleshooting software and hardware platform, custom dashboard and custom report.', 'Have experience and knowledge of SAS software, SAS-BOS and other components (knowledge of SAS Fraud is a plus)', 'Understand the concept of threading, memory management, and JVM tuning as well as high-availability system', 'Have good leadership, ability to build effective team and good communication.']"
715,"['📌 Memberikan solusi keuangan terbaik bagi klien sesuai kebutuhan mereka', '📌 Mengembangkan portofolio klien dengan strategi pemasaran yang efektif', '📌 Memberikan edukasi dan konsultasi terkait perlindungan asuransi dan perencanaan keuangan', '📌 Berkontribusi dalam pengembangan tim dan pertumbuhan bisnis']","['🔹 Usia 25 - 35thn', '🔹 Memiliki penghasilan minimal 5jt/ bulan ditempat kerja sebelumnya', '🔹 Pengalaman di bidang sales, marketing, atau customer relationship minimal 2 tahun.', '🔹 Berorientasi pada target dan memiliki keterampilan komunikasi yang baik.', '🔹 Memiliki jiwa kepemimpinan dan mampu bekerja secara mandiri maupun dalam tim.', '🔹 Mempunyai passion dalam membantu orang lain mencapai keamanan finansial.', '🔹 Pendidikan minimal D3/S1 dari berbagai jurusan.', '🔹 Bersedia mengikuti pelatihan dan sertifikasi keagenan Prudential.']"
716,"['Able and accustomed to handling a team', 'Understand market strategy and market analyst', 'Able to be under pressure', 'Able to adapt quickly in a team and environment']","['Minimum 1+ years working experience in PIC, SPV, or Manager', ""Minimum bachelor's degree in any major"", 'Has excellent communication & negotiation', 'Target oriented', 'Highly motivated, honest, disciplined, and hard worker']"
717,"['Here in Mitramas Infosys Global, you will be exposed to work on software across a diverse platform of technologies as well as a variety of industries within our portfolios. We are looking for talents with high tenacity in solving problems, exceptional passion for technologies, and a great willingness to learn and adapt to ever-changing environments to join our team.']","['Bachelor’s degree in Computer Engineering, Information Systems, Computer Science or related fields.', '4-5 years of experience in DevOps, Cloud Engineering, or Infrastructure Automation.', 'Extensive experience in managing cloud infrastructure and automating deployment processes.', 'Strong expertise in CI/CD pipelines, infrastructure as code, and system reliability best practices.', 'Willing to work in a hybrid work arrangement in Jakarta.']"
718,[],"['Final year students with no classes to attend, majoring in Computer Science, Information Systems, or a related fields. Fresh graduates are welcome to apply.', 'Basic knowledge of industry standards and regulatory requirements (e.g., ISO 2700X, COBIT, ITIL, NIST, etc.).', 'Understanding of information security policies and risk management.', 'Basic understanding of Docker, Kurbernetes, or Container.', 'High learning ability and adaptability.', 'Strong analytical and problem solving skills.', 'Good communication skills.', 'Willingness to join a 12-month internship program.']"
719,"['Promoting product (Jersey, Sports Wear, etc.) using live streaming tools on TikTok Live & Shopee Live.', 'Create content script or topic base on product training.', 'Create creative ideas/initiatives during live.', 'Work together with brand team to explore livestreaming content.']","['Have experience as Host Live Streaming minimum 6 months or 1 year within Sports Industry.', 'Having an understanding of football or sports is a plus point.', 'Ability to engage and communicate effectively with audiences, showcasing products in an informative and entertaining manner.', 'Familiar with Social Media Platform, including TikTok and Shopee.', '6 hours duration live/day.', 'Flexible for working hour.', 'Willing to WFO at Kedoya, Jakarta Barat.', 'Can join ASAP.']"
720,"['Mengelola hubungan dengan klien dan menjadi penghubung antara klien dan tim internal.', 'Menganalisis kinerja kampanye digital marketing, serta memberikan rekomendasi strategi untuk optimisasi performa.', 'Membuat dan mengatur strategi digital marketing full stack (SEO, SEM, Social Media Ads, Email Marketing, Content Strategy, dsb).', 'Mengembangkan dan mempresentasikan laporan serta insight kinerja kampanye kepada klien.', 'Menyusun struktur kerja dan timeline project yang terorganisir untuk memastikan kampanye berjalan sesuai target dan tenggat waktu.', 'Berkolaborasi dengan tim kreatif, performance, dan social media untuk memastikan kebutuhan klien terpenuhi secara efektif.', 'Memahami tren pasar serta kebutuhan market, dengan wawasan bisnis dan kategori industri, lalu menggunakan insight ini untuk terus meningkatkan dan mengoptimalkan bisnis partner agar dapat berkembang secara optimal']","['Pengalaman kerja minimal ', ' di bidang digital marketing atau performance marketing.', 'Memiliki keahlian ', ', termasuk SEO, SEM, Social Media Ads, Analytics, dan Email Marketing.', 'Kemampuan analisis yang kuat serta kemampuan untuk menganalisa data dan memberikan solusi strategis yang berbasis data.', 'Komunikasi dan kemampuan negosiasi yang baik serta ', ' untuk membangun hubungan baik dengan klien.', 'Memiliki kemampuan membuat struktur pekerjaan yang baik, efisien, dan terorganisir.', 'Berpenampilan menarik, dengan kemampuan presentasi yang baik.', ', mampu bekerja dalam tim, dan memiliki kemampuan multitasking yang baik.', 'Familiar dengan berbagai tools digital marketing (Google Analytics, Google Ads, Meta Ads Manager, dsb.).', 'Pengalaman bekerja di agency digital marketing.', 'Memahami konsep ', ' (CRO).', 'Sertifikasi di bidang digital marketing (misalnya Google Ads, Meta Blueprint, dsb.).']"
721,"['Translate\xa0marketing\xa0copywriting\xa0and\xa0configure\xa0WhatsApp\xa0templates\xa0for\xa0various\xa0promotional\xa0materials.', 'Collaborate\xa0with\xa0the\xa0team\xa0to\xa0understand\xa0campaign\xa0objectives\xa0and\xa0contribute\xa0to\xa0the\xa0development\xa0of\xa0impactful\xa0messaging.', 'Assisting\xa0translation\xa0needs\xa0from\xa0Chinese\xa0to\xa0Indonesian\xa0(or\xa0vice\xa0versa)\xa0for\xa0research\xa0task\xa0and\xa0user\xa0interview.\xa0']","['Fluent\xa0in\xa0Mandarin\xa0(min.\xa0HSK\xa05)\xa0', 'Graduated\xa0from\xa0China’s\xa0university\xa0is\xa0a\xa0plus', 'Have\xa0experience\xa0in\xa0operation\xa0(preferably\xa0from\xa0Chinese\xa0company)\xa0', 'Have\xa0good\xa0copywriting\xa0skill', 'Able\xa0to\xa0work\xa0as\xa0a\xa0team\xa0', 'Attention\xa0to\xa0details\xa0and\xa0a\xa0fast\xa0learner', 'Outstanding\xa0fresh\xa0graduates\xa0are\xa0also\xa0considered']"
722,"['Deskripsi Pekerjaan :', 'Menghubungi data kontak customer', 'Melakukan penawaran tentang produk penerbitan buku kepada calon penulis melalui telephone', 'Memberikan pelayanan extra dan mengawal serta mendampingi proses penerbitan buku milik penulis hingga tuntas', 'Aktif menjawab pertanyaan calon penulis dan penulis yang masuk melalui WA, Telepon maupun Email', 'Aktif menjalin kerjasama penerbitan baik kepada perseorangan penulis, institusi, maupun organisasi/komunitas.']","['Kualifikasi :', 'Minimal pendidkan S1/D3 semua jurusan', 'Memiliki kemampuan komunikasi yang baik', 'Berorientasi pada target', 'Penempatan : WFO Yogyakarta']"
723,"['Bertanggungjawab dalam mengelola kegiatan departemen ICT dalam memberikan layanan supporting ke seluruh civitas akademika yang berjalan dengan efektif dan efisien, serta melakukan koordinasi dengan departemen-departemen lain berkaitan dengan kriteria pekerjaan yang dilakukan. Selain itu bertanggungjawab juga dalam melakukan pembuatan dan maintenance aplikasi, melakukan pengaturan kinerja tim, serta berkontribusi terhadap inovasi dalam bidang teknologi digital marketing.']","['Pendidikan minimal Strata 1 Teknik Komputer', 'Memiliki pengalaman sebagai koordinator Tim ICT', 'Memiliki pengalaman menggunakan metode SDLC dalam pembuatan aplikasi web menggunakan PHP dengan framework Codelgniter, HTML5, CSS3, dan JQuery', 'Memiliki pengalaman membuat OOP di PHP', 'Memiliki pengalaman dengan Tools Web Developer dalam browser terbaru (seperti Firebug) untuk melakukan debug di sisi klien', 'Memiliki pengalaman membuat Mobile Apps Application (diutamakan menggunakan Flutter)', 'Memiliki pengalaman menggunakan MySQL sebagai database engine dalam metode SDLC', 'Memiliki pengalaman optimasi dan penggunaan query dalam penggunaan data berukuran besar', 'Memiliki kemampuan untuk membuat rencana kerja tim, mengatur prioritas pekerjaan dalam tim, serta bertanggung jawab dalam target yang telah diberikan kepada tim', 'Memiliki semangat terhadap hal-hal inovatif dalam bidang teknologi digital marketing', 'Memiliki kemampuan bekerjasama dengan tim', 'Memiliki kemampuan berkomunikasi yang baik', 'Dapat bekerja secara paralel dengan target yang terukur', 'Berorientasi pada target yang ditentukan oleh perusahaan / atasan', 'Mempunyai integritas yang tinggi']"
724,"['\xa0bertanggung jawab dalam melakukan pembukuan untuk pengakuan aset dan penyusutannya, mempersiapkan dokumen-dokumen pajak dan memastikan pelaporan pajak telah dilakukan tepat waktu dan benar, membuat jurnal memorial yang berhubungan dengan biaya dan berkoordinasi dengan\xa0bagian terkait.']","['Laki-laki/ Perempuan (belum menikah)', 'Pendidikan S1 Akuntansi', 'Pengalaman bekerja min 1 tahun di bidang keuangan', 'Memiliki sertifikasi Brevet A dan B, lebih disukai.', 'Pengalaman dalam pelaporan pajak (PPh, PPN, dll).', 'Menguasai MS Excel untuk analisis data dan perhitungan pajak.', 'Berkomitmen, teliti, ulet, dan mampu bekerja dalam tim.']"
